Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/04 11:12:15 PM GMT+5:30,34,Prefer not to say,Less than once a month,Home and Kitchen,Sometimes,Multiple times a day,categories,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,4,Yes,4,1,User-friendly website/app interface,Nothing,210255
2023/06/05 2:21:37 PM GMT+5:30,52,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,categories,First page,3,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Rarely,No,5,Yes,1,1,Customer service,Scrolling option would be much better than going to next page,194808
2023/06/08 8:26:58 PM GMT+5:30,34,Male,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Always,others,Always,Yes,Heavily,Sometimes,3,Yes,1,1,Customer service ,Customer service responsiveness,466824
2023/06/07 2:33:56 PM GMT+5:30,22,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,others,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,4,Wide product selection,UI,245157
2023/06/12 3:59:10 PM GMT+5:30,49,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,4,Maybe,Rarely,High shipping costs,Never,No,Rarely,No,1,Yes,2,5,Customer service,Quality of product is very poor according to the big offers,443745
2023/06/06 6:33:23 PM GMT+5:30,37,Others,Once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Rarely,Yes,Occasionally,Sometimes,4,Yes,4,5,Product recommendations,Quality of product is very poor according to the big offers,945067
2023/06/11 11:17:41 PM GMT+5:30,55,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,nan,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Never,No,Rarely,Yes,2,No,1,5,All the above,Customer service responsiveness,669786
2023/06/09 2:34:43 PM GMT+5:30,62,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Few times a week,others,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Rarely,Yes,4,Sometimes,2,4,Quick delivery,Quality of product is very poor according to the big offers,561470
2023/06/07 11:41:56 AM GMT+5:30,30,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,nan,Multiple pages,5,No,Rarely,Found a better price elsewhere,Rarely,Yes,Rarely,Sometimes,5,No,5,5,Customer service,Nothing,578416
2023/06/04 8:39:53 PM GMT+5:30,4,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,Keyword,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Occasionally,No,5,Yes,5,1,Competitive prices,Scrolling option would be much better than going to next page,662310
2023/06/06 7:54:19 PM GMT+5:30,37,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,Filter,First page,4,No,Rarely,High shipping costs,Always,Yes,Moderately,Yes,1,No,3,1,Product recommendations,User interface of app,864973
2023/06/08 9:39:30 PM GMT+5:30,26,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple times a day,nan,First page,1,Maybe,Rarely,others,Rarely,Yes,Heavily,Yes,4,Yes,4,1,.,Scrolling option would be much better than going to next page,545894
2023/06/05 9:56:08 PM GMT+5:30,7,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,5,No,Rarely,High shipping costs,Rarely,Yes,Occasionally,Yes,5,Yes,5,5,Customer service,Reducing packaging waste,161648
2023/06/08 6:00:50 PM GMT+5:30,8,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,categories,First page,5,Yes,Rarely,others,Rarely,No,Rarely,Sometimes,2,No,1,2,Wide product selection,Add more familiar brands to the list,512641
2023/06/07 1:05:41 PM GMT+5:30,23,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,First page,5,Yes,Rarely,High shipping costs,Always,Yes,Rarely,Sometimes,5,No,1,5,Customer service ,Quality of product is very poor according to the big offers,766794
2023/06/09 2:40:21 PM GMT+5:30,59,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,Filter,First page,4,Yes,Always,High shipping costs,Sometimes,Yes,Heavily,No,4,No,5,1,User-friendly website/app interface,User interface of app,401726
2023/06/06 9:45:55 AM GMT+5:30,65,Male,Once a month,others,Sometimes,Multiple times a day,nan,Multiple pages,1,Maybe,Always,Changed my mind or no longer need the item,Often,No,Never,Yes,2,Sometimes,4,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,158239
2023/06/07 11:54:03 AM GMT+5:30,8,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Rarely,Keyword,First page,4,No,Never,High shipping costs,Often,No,Never,No,5,Sometimes,2,2,All the above,Reducing packaging waste,924024
2023/06/08 5:09:31 PM GMT+5:30,38,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,nan,First page,5,No,Often,High shipping costs,Rarely,No,Heavily,Yes,3,Yes,5,3,.,better app interface and lower shipping charges,480458
2023/06/08 5:35:25 PM GMT+5:30,41,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,categories,First page,1,No,Always,others,Sometimes,No,Heavily,Sometimes,5,Sometimes,3,2,Customer service ,User interface of app,273139
2023/06/07 11:47:44 AM GMT+5:30,9,Others,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple pages,3,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Rarely,Yes,5,Sometimes,2,1,Competitive prices,better app interface and lower shipping charges,574737
2023/06/12 4:03:59 PM GMT+5:30,59,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Always,No,Rarely,Yes,3,No,4,1,.,Nothing,878109
2023/06/11 11:05:38 PM GMT+5:30,57,Others,Multiple times a week,Groceries and Gourmet Food,Yes,Few times a week,others,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,3,No,5,5,All the above,Customer service responsiveness,297252
2023/06/09 2:43:37 PM GMT+5:30,40,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,nan,First page,5,Maybe,Always,others,Rarely,Yes,Occasionally,No,2,Yes,1,4,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,721441
2023/06/08 4:29:56 PM GMT+5:30,27,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,Filter,First page,2,Maybe,Rarely,others,Rarely,Yes,Never,No,5,No,5,5,User-friendly website/app interface,better app interface and lower shipping charges,981386
2023/06/04 5:04:56 PM GMT+5:30,21,Others,Less than once a month,Beauty and Personal Care;others,Yes,Few times a month,categories,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Occasionally,Sometimes,1,No,4,5,Product recommendations,UI,238044
2023/06/06 6:42:00 PM GMT+5:30,42,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,categories,First page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Yes,5,Yes,4,4,User-friendly website/app interface,.,333191
2023/06/09 2:34:43 PM GMT+5:30,37,Female,Once a week,Groceries and Gourmet Food,Sometimes,Few times a month,others,Multiple pages,4,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,4,Sometimes,2,5,Quick delivery,User interface ,106415
2023/06/12 2:49:47 PM GMT+5:30,55,Female,Few times a month,Beauty and Personal Care;others,Yes,Rarely,nan,First page,2,Yes,Sometimes,others,Sometimes,No,Heavily,Sometimes,2,Yes,1,3,Quick delivery,Quality of product is very poor according to the big offers,216775
2023/06/08 5:06:30 PM GMT+5:30,33,Others,Multiple times a week,Beauty and Personal Care,No,Multiple times a day,categories,First page,5,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,5,No,2,2,Competitive prices,User interface ,166142
2023/06/09 10:24:58 AM GMT+5:30,34,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,No,Multiple times a day,others,Multiple pages,4,No,Rarely,Found a better price elsewhere,Rarely,Yes,Never,Yes,2,No,4,2,Competitive prices,User interface of app,209283
2023/06/08 5:58:03 PM GMT+5:30,10,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Keyword,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,No,4,4,User-friendly website/app interface,Nil,605385
2023/06/08 5:38:57 PM GMT+5:30,3,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,others,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,3,No,5,2,Competitive prices,Customer service responsiveness,324810
2023/06/07 9:20:34 AM GMT+5:30,11,Male,Few times a month,Groceries and Gourmet Food,No,Few times a week,nan,Multiple pages,4,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,3,Sometimes,5,1,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,268848
2023/06/09 3:18:25 PM GMT+5:30,30,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,Filter,First page,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Never,Sometimes,1,No,2,1,Wide product selection,No problems with Amazon,272463
2023/06/07 9:18:55 PM GMT+5:30,30,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,others,Often,Yes,Never,Yes,2,Sometimes,5,1,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,771946
2023/06/07 11:10:09 PM GMT+5:30,23,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,2,No,Sometimes,High shipping costs,Never,No,Never,Yes,5,No,2,1,.,No problems with Amazon,274409
2023/06/06 6:37:26 PM GMT+5:30,29,Prefer not to say,Less than once a month,Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,Yes,2,1,User-friendly website/app interface,Nothing,717088
2023/06/11 11:06:52 PM GMT+5:30,42,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Rarely,No,Occasionally,No,1,Yes,3,3,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,742648
2023/06/05 8:44:09 PM GMT+5:30,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,Keyword,Multiple pages,5,No,Rarely,others,Sometimes,Yes,Never,Yes,4,No,3,2,.,.,697560
2023/06/11 11:22:19 PM GMT+5:30,13,Prefer not to say,Few times a month,Beauty and Personal Care;others,Sometimes,Multiple times a day,nan,First page,5,No,Rarely,High shipping costs,Often,Yes,Moderately,No,1,Yes,3,1,.,Add more familiar brands to the list,560772
2023/06/07 5:58:12 PM GMT+5:30,51,Male,Few times a month,others,Sometimes,Rarely,others,First page,2,Maybe,Always,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,No,3,5,All the above,Scrolling option would be much better than going to next page,164401
2023/06/08 5:39:54 PM GMT+5:30,41,Others,Few times a month,Groceries and Gourmet Food,No,Multiple times a day,categories,Multiple pages,4,No,Never,others,Always,No,Rarely,No,2,Yes,1,4,Product recommendations,User interface ,889254
2023/06/07 12:50:13 PM GMT+5:30,50,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Sometimes,1,No,1,4,Quick delivery,Nil,976260
2023/06/07 10:39:21 PM GMT+5:30,26,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,4,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Never,Sometimes,1,No,2,3,Customer service ,UI,555535
2023/06/08 7:46:31 PM GMT+5:30,10,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,nan,First page,1,No,Always,High shipping costs,Never,No,Occasionally,Yes,5,No,2,4,Customer service ,UI,240267
2023/06/08 10:39:27 PM GMT+5:30,28,Prefer not to say,Once a month,Beauty and Personal Care,Sometimes,Few times a week,others,First page,1,No,Often,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,5,5,Customer service ,User interface ,645093
2023/06/07 2:09:49 PM GMT+5:30,32,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,First page,1,Maybe,Never,Found a better price elsewhere,Always,Yes,Never,No,4,Yes,3,3,Quick delivery,.,249292
2023/06/12 3:44:16 PM GMT+5:30,66,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a month,Filter,First page,4,No,Sometimes,others,Never,Yes,Moderately,Yes,4,Sometimes,4,5,Customer service,Scrolling option would be much better than going to next page,840941
2023/06/09 3:00:03 PM GMT+5:30,6,Male,Few times a month,Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,5,Sometimes,4,1,Customer service ,Reducing packaging waste,917280
2023/06/07 10:16:54 PM GMT+5:30,46,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Multiple times a day,Keyword,First page,1,Yes,Never,High shipping costs,Sometimes,Yes,Rarely,No,2,Sometimes,3,5,All the above,Shipping speed and reliability,744830
2023/06/07 9:21:50 PM GMT+5:30,17,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,nan,First page,1,No,Always,High shipping costs,Sometimes,Yes,Heavily,Yes,2,Sometimes,1,1,Customer service ,Customer service responsiveness,459469
2023/06/09 2:23:03 PM GMT+5:30,12,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a week,categories,Multiple pages,5,Maybe,Never,High shipping costs,Always,Yes,Heavily,Sometimes,4,No,3,5,Competitive prices,I don't have any problem with Amazon,810604
2023/06/07 7:17:13 PM GMT+5:30,50,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,nan,First page,5,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,1,Sometimes,2,3,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,813995
2023/06/08 5:31:03 PM GMT+5:30,64,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,categories,First page,3,Maybe,Often,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,5,Yes,2,4,Wide product selection,.,887943
2023/06/05 1:10:59 PM GMT+5:30,20,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,3,No,Always,High shipping costs,Always,No,Heavily,No,4,No,5,2,All the above,better app interface and lower shipping charges,227163
2023/06/11 10:58:52 PM GMT+5:30,14,Female,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,Maybe,Always,others,Always,Yes,Occasionally,Yes,4,Yes,2,3,.,I have no problem with Amazon yet. But others tell me about the refund issues ,984110
2023/06/09 10:58:44 AM GMT+5:30,24,Others,Few times a month,Beauty and Personal Care;others,No,Few times a month,Filter,First page,2,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Never,No,4,Sometimes,5,5,Product recommendations,User interface of app,167307
2023/06/07 1:04:07 PM GMT+5:30,15,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,others,First page,5,Yes,Always,others,Often,No,Occasionally,Sometimes,3,No,5,4,Quick delivery,.,124880
2023/06/04 9:48:15 PM GMT+5:30,31,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,nan,First page,4,No,Never,High shipping costs,Often,No,Occasionally,Sometimes,3,No,5,2,Customer service ,User interface ,263008
2023/06/06 6:57:14 PM GMT+5:30,15,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,Filter,Multiple pages,2,Yes,Never,Found a better price elsewhere,Often,No,Never,Yes,4,Yes,1,4,Competitive prices,Irrelevant product suggestions,309671
2023/06/07 10:07:42 PM GMT+5:30,57,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,categories,First page,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,4,No,1,4,User-friendly website/app interface,Shipping speed and reliability,695278
2023/06/08 5:24:42 PM GMT+5:30,21,Others,Few times a month,Groceries and Gourmet Food,Yes,Multiple times a day,Filter,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Never,Sometimes,1,Yes,3,5,.,Irrelevant product suggestions,126204
2023/06/07 10:57:14 AM GMT+5:30,16,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,First page,1,Yes,Sometimes,High shipping costs,Sometimes,No,Heavily,Sometimes,2,Sometimes,2,3,Competitive prices,Customer service responsiveness,814756
2023/06/09 7:23:09 PM GMT+5:30,6,Female,Multiple times a week,Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,2,Maybe,Rarely,Found a better price elsewhere,Always,No,Never,No,2,Sometimes,5,2,.,Product quality and accuracy,812775
2023/06/06 6:45:07 PM GMT+5:30,67,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,nan,Multiple pages,3,Yes,Sometimes,others,Never,Yes,Rarely,Sometimes,5,Sometimes,5,4,Quick delivery,User interface of app,722592
2023/06/11 11:10:14 PM GMT+5:30,66,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,1,Maybe,Sometimes,others,Rarely,Yes,Heavily,No,2,Sometimes,4,1,Product recommendations,Quality of product is very poor according to the big offers,446978
2023/06/11 11:28:26 PM GMT+5:30,62,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,nan,Multiple pages,2,Maybe,Sometimes,High shipping costs,Rarely,No,Heavily,Yes,3,Sometimes,5,5,Quick delivery,User interface ,517278
2023/06/06 6:37:19 PM GMT+5:30,35,Female,Multiple times a week,Home and Kitchen,Yes,Rarely,Filter,First page,4,Maybe,Often,others,Rarely,Yes,Rarely,Sometimes,4,Sometimes,1,3,Quick delivery,UI,919319
2023/06/16 9:16:05 AM GMT+5:30,36,Prefer not to say,Once a week,others,No,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,others,Rarely,No,Never,Sometimes,2,Sometimes,5,3,Customer service ,Irrelevant product suggestions,963622
2023/06/05 4:46:52 PM GMT+5:30,35,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,categories,Multiple pages,4,No,Rarely,High shipping costs,Sometimes,No,Never,Sometimes,5,Sometimes,5,1,Quick delivery,Scrolling option would be much better than going to next page,170848
2023/06/06 6:38:49 PM GMT+5:30,66,Others,Once a month,Clothing and Fashion,Sometimes,Rarely,nan,First page,1,No,Sometimes,High shipping costs,Always,Yes,Rarely,Yes,2,Yes,5,3,Customer service ,User interface ,828781
2023/06/11 10:48:27 PM GMT+5:30,16,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Keyword,First page,5,No,Sometimes,High shipping costs,Often,Yes,Occasionally,Yes,1,No,3,5,Wide product selection,.,793063
2023/06/05 2:21:37 PM GMT+5:30,48,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Filter,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Rarely,Yes,5,No,5,4,Wide product selection,I don't have any problem with Amazon,336029
2023/06/05 6:49:25 PM GMT+5:30,38,Others,Once a week,Clothing and Fashion;others,Yes,Multiple times a day,categories,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Rarely,Sometimes,5,No,4,4,.,better app interface and lower shipping charges,435420
2023/06/07 10:40:10 PM GMT+5:30,43,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Filter,First page,3,No,Rarely,High shipping costs,Rarely,No,Never,Yes,1,Yes,2,3,Competitive prices,Reducing packaging waste,371039
2023/06/07 9:20:34 AM GMT+5:30,62,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,categories,First page,5,Maybe,Sometimes,others,Often,Yes,Heavily,No,2,No,4,4,Product recommendations,Nothing,318841
2023/06/06 7:31:34 PM GMT+5:30,27,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,categories,First page,5,Maybe,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,4,No,2,5,.,Nothing,599379
2023/06/06 6:45:07 PM GMT+5:30,60,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,5,Yes,Always,High shipping costs,Rarely,No,Rarely,No,1,Sometimes,2,5,.,Quality of product is very poor according to the big offers,805426
2023/06/09 10:24:58 AM GMT+5:30,67,Female,Multiple times a week,Clothing and Fashion;others,Yes,Few times a week,others,Multiple pages,5,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Moderately,No,2,No,5,1,All the above,Reducing packaging waste,425305
2023/06/11 11:16:18 PM GMT+5:30,34,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,nan,First page,5,Maybe,Rarely,Changed my mind or no longer need the item,Never,No,Heavily,No,1,No,1,2,Quick delivery,Customer service responsiveness,933236
2023/06/05 2:46:25 PM GMT+5:30,38,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,others,First page,5,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,1,Yes,3,3,Wide product selection,Shipping speed and reliability,265010
2023/06/04 5:13:00 PM GMT+5:30,58,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,First page,2,No,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,Sometimes,3,3,Wide product selection,No problems with Amazon,417306
2023/06/05 11:54:52 AM GMT+5:30,56,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Never,No,Never,Yes,3,Yes,5,4,User-friendly website/app interface,Product quality and accuracy,640639
2023/06/08 3:23:58 AM GMT+5:30,18,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,First page,1,No,Never,others,Sometimes,No,Never,No,4,Yes,5,3,Product recommendations,.,985127
2023/06/09 4:33:19 PM GMT+5:30,45,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,Filter,First page,5,Maybe,Never,others,Always,Yes,Heavily,Sometimes,3,Sometimes,2,2,.,Quality of product is very poor according to the big offers,972089
2023/06/05 11:20:41 AM GMT+5:30,54,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,nan,First page,2,No,Rarely,others,Rarely,No,Heavily,Yes,5,Yes,2,1,Product recommendations,User interface ,547075
2023/06/09 3:06:37 PM GMT+5:30,32,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a month,Filter,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Rarely,No,2,No,1,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,371143
2023/06/07 8:41:53 PM GMT+5:30,31,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Rarely,Filter,First page,1,Yes,Never,High shipping costs,Never,Yes,Never,Sometimes,3,No,2,3,Product recommendations,.,970098
2023/06/09 3:47:38 AM GMT+5:30,39,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,1,Yes,Never,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,No,2,4,Wide product selection,Scrolling option would be much better than going to next page,659431
2023/06/05 10:05:25 PM GMT+5:30,3,Others,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,2,No,Always,High shipping costs,Rarely,Yes,Never,Yes,5,Sometimes,2,3,User-friendly website/app interface,User interface of app,842375
2023/06/11 11:28:26 PM GMT+5:30,65,Female,Once a week,Beauty and Personal Care;others,Sometimes,Few times a month,nan,Multiple pages,2,No,Often,others,Never,No,Never,No,4,No,4,2,Customer service ,User interface of app,508163
2023/06/05 4:50:33 PM GMT+5:30,4,Others,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,2,No,Often,High shipping costs,Always,No,Never,No,1,No,4,1,User-friendly website/app interface,Shipping speed and reliability,270160
2023/06/12 2:48:55 PM GMT+5:30,25,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,First page,1,No,Often,High shipping costs,Often,No,Rarely,Yes,3,Yes,5,2,Competitive prices,better app interface and lower shipping charges,209522
2023/06/04 9:10:51 PM GMT+5:30,15,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,2,Yes,Never,others,Always,Yes,Never,Sometimes,3,Sometimes,1,1,Customer service ,Irrelevant product suggestions,973646
2023/06/09 3:08:38 PM GMT+5:30,32,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Filter,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,Sometimes,5,5,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,235901
2023/06/04 2:30:44 PM GMT+5:30,38,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,4,Maybe,Always,others,Often,Yes,Rarely,Yes,1,No,5,1,Product recommendations,Reducing packaging waste,386788
